Commune;Code département;DMAJ;INSEE;Région;Département;Commune 1;Appellation courante;Adresse 1;Siècle;Date de protection;Précision protection;Auteur;Statut;Description;Historique;Affectataire;Adresse;Précision Localisation;Référence;Contact;Longitude;Latitude;coordonnees
Westhoffen;67;2022-07-20;67525;Grand Est;Bas-Rhin;Westhoffen;Maison;140, anciennement Principale (rue) 17 rue Byris;;1931/04/29 : inscrit MH;Maison dite de l'Astronome (cad. AB 366) : inscription par arrêté du 30 mai 1990;;;;;;"Birris (rue) 32, anciennement 140 ; Principale (ancienne rue) 17";Anciennement région de : Alsace;PA00085228;mediatheque.patrimoine@culture.gouv.fr;7.44260500752266;48.601750661359;48.601750661359,7.44260500752266
Drulingen;67;2022-07-20;67105;Grand Est;Bas-Rhin;Drulingen;Domaine;39 rue du Général-Leclerc;1er quart 19e siècle;1987/07/16 : inscrit MH;Maison de la chanoinesse des Bénédictines de Saint-Laurent (ancienne), contiguë à l'église Saint-Bonnet (cad. HX 128) : classement par arrêté du 15 novembre 1913;;;;;;Général-Leclerc (rue du) 39;Anciennement région de : Alsace;PA00084698;mediatheque.patrimoine@culture.gouv.fr;7.18893635797112;48.8658711989925;48.8658711989925,7.18893635797112
Soultz-les-Bains;67;2022-07-20;67473;Grand Est;Bas-Rhin;Soultz-les-Bains;Maison d'habitation;13 rue Saint-Maurice;2e moitié 17e siècle;1997/11/27 : inscrit MH partiellement;Façade et toiture : inscription par arrêté du 12 juillet 1928;;;;Maison en pans de bois située à proximité de l'église médiévale. Elle est datée à deux reprises : 1670 et 1671. Décor sculpté sur le mur-pignon.;;Saint-Maurice (rue) 13;Anciennement région de : Alsace;PA67000017;mediatheque.patrimoine@culture.gouv.fr;7.48628300524457;48.5711629633163;48.5711629633163,7.48628300524457
Strasbourg;67;2022-07-27;67482;Grand Est;Bas-Rhin;Strasbourg;Cloître de l'église Saint-Pierre-le-Jeune;"place Saint-Pierre-le-Jeune ; rue de la Nuée Bleue";"11e siècle;14e siècle;4e quart 19e siècle";1999/02/10 : inscrit MH;"Lavoir ; plan d'eau avec son glacis et ses murets ; système de buse et d'adduction d'eau (cad. AB 349, 355) : inscription par arrêté du 17 mars 1997";Schäfer Karl (architecte);;;Adossé au collatéral nord de l'église par sa galerie sud, le cloître a pris son aspect actuel au terme de plusieurs campagnes de construction. Datable du 11e siècle, il s'accroît d'une galerie gothique à l'est dans la seconde moitié du 14e siècle. Modifié au 18e siècle, il fera l'objet d'une restitution radicale à l'occasion du grand chantier de l'église par Karl Schäfer après 1897. Si la galerie gothique est authentique, les trois autres galeries sont néo-romanes. Trois bâtiments canoniaux entourent le cloître à l'est, au nord et à l'ouest. Elevés entre le 11e et le 15e siècle, ils ont pris leur volumétrie actuelle à cette époque.;;"Saint-Pierre-le-Jeune (place) ; Nuée Bleue (rue de la)";Anciennement région de : Alsace;PA67000037;mediatheque.patrimoine@culture.gouv.fr;7.74631050494255;48.5858480221187;48.5858480221187,7.74631050494255
Barembach;67;2022-08-24;67020;Grand Est;Bas-Rhin;Barembach;La salle du café de l’auberge « À la Couronne Verte »;5 rue du Presbytère;1ère moitié 20e siècle;2022/07/07 : inscrit MH;;Braun Camille (1878-1943);;Le bâtiment actuel de l'auberge est simple. La partie de gauche, avec une porte d'écurie et une autre de grange, correspondait aux dépendances agricoles avant 1940. La grange donnait accès à une salle de bal disparue dans un premier incendie dans les années 1950. Cette porte est aujourd'hui, et depuis 1996, date d'un second incendie, un simple passage donnant sur l'arrière du logis. Un sas d'entrée intérieur de bois et de verre, pour faire office de zone « tampon » et limiter la déperdition de chaleur, a été conservé. Des peintures en trompe-l'œil de faux marbres et faux bois y sont déjà présentes. Des boiseries vernies courent dans le sas et se prolongent jusque dans la salle du café, le long des trois murs Celle-ci, d'une vingtaine de m2, présente un plancher de bois, hormis côté comptoir, couloir et salle arrière attenante. Le mobilier de bois est pour partie d'origine : tables, banc, patère. La salle accueille aujourd'hui un zinc contemporain en bois structurant le comptoir et permettant son éclairage. Il est daté d'après l'incendie de 1996. Celui-ci « délimite » la partie ancienne de cette salle de café, de la partie plus moderne, avec un décor peint par Camille Braun (1878-1943). L'ensemble a été réalisé sur un enduit à l'eau. Ce travail témoigne de prime abord d'une maîtrise du trompe-l'œil : les techniques du faux-marbres, faux bois et ciel sont parfaitement exécutées. Elles reprennent des thèmes chers à l'époque, mais aussi au cœur de la tradition décorative : les saisons. Ainsi, en entrant dans le café, sur le mur gauche, à l'ouest, on note deux séries de couples dans un rectangle, reprenant parfaitement la division du mur en lais. Ils sont encadrés de part et d'autre de paysages dans des tableaux carrés. Ces deux premiers couples représentent l'Hiver puis l'Automne. En face, sur le mur est, se lisent les scènes suivantes, de gauche à droite, et de façon symétrique au mur ouest : deux paysages dans deux cadres carrés encadrant deux autres séries de couples. Ces derniers forment les allégories restantes : l'Eté puis le Printemps. Un ciel surplombe la salle donnant une ouverture naïve et pour le moins singulière à tout l'ensemble. Cependant, subtilement, dans les vêtements notamment des jeunes femmes illustrant les saisons, Camille Braun glisse ici ou là les couleurs de l'attachement politique de sa famille : celui à l'Alsace française.;"Barembach est mentionné pour la première fois au Xe siècle ; ce village appartient alors à la riche abbaye bénédictine d'Altorf. La paroisse de Barembach est l'église-mère de plusieurs villages de cette partie de la Vallée de la Bruche. Rattaché au département des Vosges en 1795 puis en 1871, au département du Bas-Rhin, Barembach subit quatre ans après un incendie dramatique. Tout le village ou presque sera reconstruit. Pendant la Première Guerre mondiale, un autre événement tragique s'y déroule : les soldats allemands, assoiffés de vengeance suite aux premières exactions françaises, veulent l'anéantissement du village. Ils retiennent les hommes enfermés dans l'église et placent leurs canons tout autour du village. Les habitants font alors le vœu d'élever une statue de la Vierge si elle les délivre du joug ennemi. En 1922, est élevée la Grotte de Lourdes au lieu-dit la Haute-Roche, visible depuis la rue du Presbytère où est située l'auberge « A la Couronne verte. A la Couronne verte », ou le Café Walter, comme il a longtemps été surnommé, du patronyme de ses propriétaires, se confond avec l'histoire des trois conflits : à chaque génération, de 1870 à 1940, les patrons ont dû faire face aux humiliations et brimades de l'occupant allemand. On pourrait aller jusqu'à résumer que cet établissement relève d'un tropisme français. Ce que laissent subtilement montrer les peintures de la salle du café peintes par Camille Braun (1878-1943), frère de la première tenancière, peintre-décorateur dans le civil et soldat-topographe durant la Première Guerre mondiale.";;Presbytère (rue du) 5;;PA67000109;mediatheque.patrimoine@culture.gouv.fr;7.229167671140782;48.47739694055255;48.47739694055255,7.229167671140782
Obernai;67;2021-02-02;67348;Grand Est;Bas-Rhin;Obernai;Vieux remparts;;"13e siècle;15e siècle;16e siècle";1898/12/06 : classé MH;Abri avec cloche blindée (cad. ZL 29) : inscription par arrêté du 3 juin 1994;;;;;;;Anciennement région de : Alsace;PA00084867;mediatheque.patrimoine@culture.gouv.fr;7.48527846562054;48.4628403960518;48.4628403960518,7.48527846562054
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;16 quai Saint-Nicolas;;1929/06/18 : inscrit MH;Croix située en bordure du chemin des Côtes (cad. D 879) : classement par arrêté du 11 février 1972;;;;;;Saint-Nicolas (quai) 16;Anciennement région de : Alsace;PA00085167;mediatheque.patrimoine@culture.gouv.fr;7.74948753746953;48.5786612449654;48.5786612449654,7.74948753746953
Natzwiller;67;2022-03-28;67314;Grand Est;Bas-Rhin;Natzwiller;Ancien camp concentrationnaire de Natzweiler-Struthof, actuellement musée des Déportés;;2e quart 20e siècle;"1951/08/07 : classé MH ; 2011/11/03 : classé MH";Menhir dit La Pierre qui Pousse (cad. A 30) : inscription par arrêté du 22 novembre 1979;Fenaux Lucien (sculpteur);;;"Camp construit par les allemands à partir de mai 1941 ; des baraquements en planches de bois sont prévus pour 4000 détenus. Le poste de commandement du camp s'installe dans un petit hôtel de sports d'hiver. Un total de 17 405 prisonniers aurait séjourné ou transité par ce camp. Libéré le 22 novembre 1944, le camp est utilisé jusqu'en 1949 par l'administration pénitentiaire française. Les vestiges du camp, y compris la grange abritant la chambre à gaz, sont protégés à l'instigation de Bertrand Monnet, architecte en chef des monuments historiques et auteur, en 1960, du mémorial du camp (sculpture par Lucien Fenaux). La baraque numéro 1, reconstruite après un attentat en 1976, abrite aujourd'hui un musée qui regroupe divers objets recueillis dans le camp et retrace l'histoire du national-socialisme.";ministère chargé des anciens combattants;;Anciennement région de : Alsace;PA00084818;mediatheque.patrimoine@culture.gouv.fr;7.25576086529956;48.4500303836782;48.4500303836782,7.25576086529956
Soultz-sous-Forêts;67;2022-07-20;67474;Grand Est;Bas-Rhin;Soultz-sous-Forêts;Synagogue;rue de la Bergerie;4e quart 19e siècle;1994/08/16 : inscrit MH partiellement;Arcade : inscription par arrêté du 27 juin 1928;;;;;;Bergerie (rue de la);Anciennement région de : Alsace;PA00132522;mediatheque.patrimoine@culture.gouv.fr;7.88019986105711;48.9379620670941;48.9379620670941,7.88019986105711
Traenheim;67;2022-07-20;67492;Grand Est;Bas-Rhin;Traenheim;Ancienne synagogue;27 rue des Usines;1er quart 18e siècle;"1996/09/05 : inscrit MH ; 1998/05/04 : classé MH";Maison particulière (cad. A 61) : inscription par arrêté du 18 juin 1986;;;;L'immeuble du 27, rue des Usines porte la date de 1582 sur la voussure de la porte de la cave. Dans le comble de la maison subsistent les vestiges de l'aménagement d'une synagogue datable de 1722-1723 avec des cloisons en pan de bois peintes sur enduit. Le décor comporte des textes rituels en hébreu, des motifs figuratifs rarement représentés évoquant une fête juive et des motifs floraux. Il s'agit de la seule synagogue à peintures murales en Alsace.;;Usines (rue des) 27;Anciennement région de : Alsace;PA67000014;mediatheque.patrimoine@culture.gouv.fr;7.46617009027593;48.5956644789306;48.5956644789306,7.46617009027593
Bouxwiller;67;2022-07-20;67061;Grand Est;Bas-Rhin;Bouxwiller;Banc-reposoir napoléonien;C.D. 59;19e siècle;1988/05/09 : inscrit MH;Façades et toitures : inscription par arrêté du 17 septembre 1937;;;;Ce banc a été commandité par le Préfet.;;C.D. 59;Anciennement région de : Alsace;PA00084639;mediatheque.patrimoine@culture.gouv.fr;7.43431647498556;48.8028946677065;48.8028946677065,7.43431647498556
Salenthal;67;2022-07-20;67431;Grand Est;Bas-Rhin;Salenthal;Banc-reposoir napoléonien;C.D. 229;19e siècle;1988/05/09 : inscrit MH;Façades et toitures sur la place avec retour sur la rue Gambetta (cad. A 903) : inscription par arrêté du 18 août 1953;;;;Ce banc a été commandité par le Préfet du Bas-Rhin.;;C.D. 229;Anciennement région de : Alsace;PA00084926;mediatheque.patrimoine@culture.gouv.fr;7.35273272309653;48.6635704832904;48.6635704832904,7.35273272309653
Niedermodern;67;2022-07-20;67328;Grand Est;Bas-Rhin;Niedermodern;Banc-reposoir napoléonien;C.D. 110;3e quart 19e siècle;1988/05/09 : inscrit MH;"Fontaine : inscription par arrêté du 20 juin 1925 ; Escalier (cad. BY 163) : inscription par arrêté du 12 février 1987";;;;Ce banc a été commandité par le Préfet.;;C.D. 110;Anciennement région de : Alsace;PA00084832;mediatheque.patrimoine@culture.gouv.fr;7.63860784968712;48.8355008938069;48.8355008938069,7.63860784968712
Haguenau;67;2022-07-20;67180;Grand Est;Bas-Rhin;Haguenau;Grenier Saint-Georges;10 rue du Grenier;2e quart 16e siècle;1930/04/05 : inscrit MH;L'église en totalité, y compris sa terrasse avec ses murs et ses escaliers (cad. AC 119) : inscription par arrêté du 3 mai 2013;;;;;;Grenier (rue du) 10;Anciennement région de : Alsace;PA00084735;mediatheque.patrimoine@culture.gouv.fr;7.78522258812571;48.8128454773566;48.8128454773566,7.78522258812571
Huttenheim;67;2022-07-20;67216;Grand Est;Bas-Rhin;Huttenheim;Chapelle Notre-Dame du Grasweg;rue du Premier-Décembre;"1ère moitié 15e siècle;19e siècle";2002/12/23 : inscrit MH;Eglise, à l'exception du clocher : classement par arrêté du 10 février 1909 - Tour-clocher (cad. AN 65) : classement par arrêté du 10 juillet 2000;"Schilling Hans-Lauwel (architecte);;Ringeisen (architecte)";;;De la chapelle attestée dès 1420 il subsiste le choeur. La nef, élevée en 1441, présente des peintures murales de la fin du Moyen-Age, masquées à la Révolution puis redécouvertes en 1874 par l'architecte Ringeisen. Les scènes aujourd'hui visibles sont : la fuite en Egypte, Jésus parmi les docteurs, naissance de la Vierge, Dormition.;;Premier-Décembre (rue du);Anciennement région de : Alsace;PA67000055;mediatheque.patrimoine@culture.gouv.fr;7.57615327149486;48.3585657808203;48.3585657808203,7.57615327149486
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Restes de l'enceinte du Moyen Age;place Sainte-Madeleine;"13e siècle;14e siècle;16e siècle";1929/06/13 : inscrit MH;Tournerie de bois de Saint-Même, sise à Saint-Même-le-Bas : la tournerie en totalité, ainsi que la totalité de son système hydraulique, soit le bief en totalité de la prise d'eau à la conduite forcée (cad. B 300 à 304), sa vannerie, ses bâtiments, les matériels, ainsi que les parcelles d'assiette B 300 et B 301 : inscription par arrêté du 11 septembre 2015;;;;;;Sainte-Madeleine (place);Anciennement région de : Alsace;PA00085033;mediatheque.patrimoine@culture.gouv.fr;7.75525883530945;48.5796069434509;48.5796069434509,7.75525883530945
Châtenois;67;2022-07-20;67073;Grand Est;Bas-Rhin;Châtenois;Restes du château;;15e siècle;1932/06/03 : inscrit MH;L'église anglicane Saint-Andrew en totalité, et les façades et toitures de son ancien presbytère avec le porche et l'escalier d'accès sous verrière (cad. CO 383, 385) : inscription par arrêté du 21 mai 2015;;;;;;;Anciennement région de : Alsace;PA00084664;mediatheque.patrimoine@culture.gouv.fr;7.3982284640232;48.2698252253378;48.2698252253378,7.3982284640232
Haguenau;67;2022-07-20;67180;Grand Est;Bas-Rhin;Haguenau;Hôpital civil;5 place d'Armes;;1930/04/05 : inscrit MH;Menhir (cad. YA 41) : classement par arrêté du 19 octobre 1963;;;;;;Armes (place d') 5;Anciennement région de : Alsace;PA00084728;mediatheque.patrimoine@culture.gouv.fr;7.78832341677633;48.8147629613957;48.8147629613957,7.78832341677633
Niedernai;67;2022-07-20;67329;Grand Est;Bas-Rhin;Niedernai;Château de Landsberg;38 rue du Château;"2e moitié 13e siècle;16e siècle;19e siècle";2008/01/30 : inscrit MH;Pont sur l'Agout : inscription par arrêté du 3 mars 1960;"Haas Albert (architecte);;Jehu (architecte)";;;Dans la seconde moitié du 13e siècle, Niedernai a été doté d'un ensemble de fortifications dont l'une enserrait l'un des deux châteaux édifiés par les Landsberg. Il occupait le tiers du terrain dont la limite est donnée par le ruisseau Stadtbach. Le noyau primitif est constitué d'un donjon qui apparaît comme une ancienne motte castrale. Le donjon est ceint au nord d'une portion de rempart munie de deux tours. Au 19e siècle, l'architecte Albert Haas reçoit la commande du bâtiment de style Empire, situé entre le donjon et ce qui a pu être une partie de l'ancien logis seigneurial bâti au 16e siècle, mais remanié au 19e sous la forme d'un pastiche néo-Renaissance. Les dépendances élevées à la fin du 19e siècle par l'architecte Jehu de Strasbourg, comprennent deux écuries en face à face, dont l'une en pan de bois. La clôture néo-gothique et son portail orné du blason des Landsberg, témoignent de la mythologie familiale axé sur le souvenir. Le domaine est, en plus, un important spécimen alsacien de domaine composite, alliant un ensemble de plusieurs bâtiments incarnant chacun un style architectural propre.;;Château (rue du) 38;Anciennement région de : Alsace;PA67000076;mediatheque.patrimoine@culture.gouv.fr;7.51762887997588;48.4503852569312;48.4503852569312,7.51762887997588
Villé;67;2022-07-20;67507;Grand Est;Bas-Rhin;Villé;Ancien cimetière bourgeois;rue du Général-Leclerc;19e siècle;1995/07/12 : inscrit MH;Château de Reichenstein (ruines) (cad. 18 21 à 23) : inscription par arrêté du 7 décembre 1990;;;;"Cimetière actif durant tout le 19e siècle avant d'être relayé par une nécropole extra-muros ; il est donc conservé quasiment intact (pierre tombale la plus ancienne de 1804, la plus récente de 1913).";;Général-Leclerc (rue du);Anciennement région de : Alsace;PA00135154;mediatheque.patrimoine@culture.gouv.fr;7.30116340808497;48.3422254152449;48.3422254152449,7.30116340808497
Haguenau;67;2022-07-20;67180;Grand Est;Bas-Rhin;Haguenau;Synagogue;rue du Grand-Rabbin-Block;1er quart 19e siècle;1984/08/29 : inscrit MH;Dix menhirs alignés et le tertre tumulaire (cad. E 430) : classement par arrêté du 14 février 1940;;;;;;Grand-Rabbin-Block (rue du);Anciennement région de : Alsace;PA00084740;mediatheque.patrimoine@culture.gouv.fr;7.79076550688125;48.813942758826;48.813942758826,7.79076550688125
Heiligenstein;67;2022-07-20;67189;Grand Est;Bas-Rhin;Heiligenstein;Fontaine dite de l'Ours;rue Principale;16e siècle;1990/12/07 : inscrit MH;"Les façades et les toitures du logis, ainsi que le décor de la salle à manger et de la chambre Louis XVI à l'étage, et les deux escaliers avec leur cage ; le jardin avec l'ensemble de ses parties constitutives, notamment la pièce d'eau, les murs de clôture et les vestiges du kiosque (cad. AN 154 (46 rue Henri Cornat), 155 (Le Parc), 156 (Le Jardin), 157 (La Mare), 158 (Le Pré)) : inscription par arrêté du 14 novembre 2012";;;;;;Principale (rue);Anciennement région de : Alsace;PA00085280;mediatheque.patrimoine@culture.gouv.fr;7.45034219700733;48.4228448321082;48.4228448321082,7.45034219700733
Scherwiller;67;2022-07-20;67445;Grand Est;Bas-Rhin;Scherwiller;Immeuble, dit Maison du Rabbin;8 rue du Glessen;"2e moitié 18e siècle;3e quart 19e siècle";1985/11/15 : inscrit MH;Le château, en totalité, comprenant le logis, les dépendances, la chapelle privée et les vestiges du parc avec ses bassins et clôtures ainsi que le sol des parcelles correspondantes (cad. E 874 à 876, 886, 1785, 1786) : inscription par arrêté du 30 mars 2009;;;;Cet immeuble a autrefois servi de synagogue.;;Glessen (rue du) 8;Anciennement région de : Alsace;PA00084971;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Palais impérial allemand ou Kaiserpalatz, dit Palais du Rhin : écuries;9 rue du Général-Frère;;;"Les façades et toitures du château et des communs, le parc, le verger et le potager ; l'église en totalité (cad. AC 30 (église) , 31 (potager et prés) , 32 (pâture) , 34 (verger) , 35 (maisonnette) , 36 (parc) , 37 (château) , 38 (communs) ) : inscription par arrêté du 25 mars 2009";;;;;;Général-Frère (rue du) 9;Anciennement région de : Alsace;PA00085297;mediatheque.patrimoine@culture.gouv.fr;;;
Scherwiller;67;2022-07-20;67445;Grand Est;Bas-Rhin;Scherwiller;Pont numéro 2;;18e siècle;1993/11/18 : inscrit MH;Le château en totalité, y compris tous ses intérieurs avec leurs décors (salle à manger lambrissée, salon aux verdures, chambres à alcôve, antichambre) , la ferme et ses dépendances, les jardins avec leurs terrasses, fontaines, portails et système hydraulique (cad. BD 220) : inscription par arrêté du 12 février 2002;;;;;;;Anciennement région de : Alsace;PA00125223;mediatheque.patrimoine@culture.gouv.fr;974600.0;1378000.0;
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Immeuble;8 rue d'Austerlitz;17e siècle;2015/08/26 : inscrit MH;Les façades et les toitures (cad. HX 15) : inscription par arrêté du 19 mars 1971;;;Qualité du décor en pan de bois qui date du 17e s.;;;Austerlitz (rue d') 8;Anciennement région de : Alsace;PA67000100;mediatheque.patrimoine@culture.gouv.fr;7.75188346331587;48.578671972323;48.578671972323,7.75188346331587
Reutenbourg;67;2022-07-20;67395;Grand Est;Bas-Rhin;Reutenbourg;Eglise catholique de Reinacker;;"13e siècle;15e siècle;16e siècle;4e quart 17e siècle;19e siècle";1935/04/25 : inscrit MH;Portail provenant de l'hôtel de la Marine, à Nogent-le-Roi (cad. F 773) : inscription par arrêté du 5 mai 1972;Ludemann (sculpteur);;;;;;Anciennement région de : Alsace;PA00084902;mediatheque.patrimoine@culture.gouv.fr;7.40826338037939;48.6812796669606;48.6812796669606,7.40826338037939
Molsheim;67;2022-07-20;67300;Grand Est;Bas-Rhin;Molsheim;Grande croix du cimetière;;"15e siècle;16e siècle";1930/10/16 : inscrit MH;Façade et toiture : inscription par arrêté du 9 juin 1932;;;;Cette croix provient de Strasbourg.;;;Anciennement région de : Alsace;PA00084797;mediatheque.patrimoine@culture.gouv.fr;7.49543120730816;48.5403954793765;48.5403954793765,7.49543120730816
Eschau;67;2022-07-20;67131;Grand Est;Bas-Rhin;Eschau;Maison puis Hôtel-restaurant Au Cygne;38 rue de la Première-Division-Blindée;4e quart 18e siècle;1996/12/20 : inscrit MH partiellement;Eglise paroissiale : inscription par arrêté du 29 décembre 1941;;;;Maison du 18e siècle, modernisée ultérieurement. Plafond polychrome à solives daté de 1794 (décor végétal de fleurs et rinceaux).;;Première-Division-Blindée (rue de la) 38;Anciennement région de : Alsace;PA67000003;mediatheque.patrimoine@culture.gouv.fr;7.71527809974443;48.4876793257302;48.4876793257302,7.71527809974443
Wissembourg;67;2022-07-20;67544;Grand Est;Bas-Rhin;Wissembourg;Ancien hôpital dit Maison du sel;2, 2 a rue du Marché-aux-Poissons;"4e quart 15e siècle;16e siècle;4e quart 18e siècle;19e siècle;20e siècle";1998/04/22 : inscrit MH;Façade et toiture sur rue : inscription par arrêté du 12 avril 1974;;;;Maison très emblèmatique de la ville. Peut-être édifiée en 1448 comme semblerait l'indiquer une inscription encastrée dans la façade, l'ancien hôpital se signale surtout par son comble impressionnant et sa volumétrie. Il abritait une immense salle des malades haute de plus de cinq mètres dont les supports monumentaux subsistent, partiellement masqués. Par la suite, le bâtiment a servi d'abattoir et de maison du sel jusqu'en 1791. D'importants travaux y ont été effectué au 18e siècle, dont la suppression du clocheton qui abritait la Spitalglocke.;;Marché-aux-Poissons (rue du) 2, 2 a;Anciennement région de : Alsace;PA67000023;mediatheque.patrimoine@culture.gouv.fr;7.94352773916278;49.0367589245388;49.0367589245388,7.94352773916278
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;17 rue de l'Ail;18e siècle;1953/03/13 : inscrit MH;Façade et toiture (cad. C 130) : inscription par arrêté du 9 juin 1932;;;;;;Ail (rue de l') 17;Anciennement région de : Alsace;PA00085074;mediatheque.patrimoine@culture.gouv.fr;7.74816598800352;48.5799859094576;48.5799859094576,7.74816598800352
Barr;67;2022-07-20;67021;Grand Est;Bas-Rhin;Barr;Ancien Hôtel Marco;30 rue Sultzer;3e quart 18e siècle;1935/04/25 : inscrit MH;Cartouche ornemental placé sur le mur ouest, anciennement au 161 rue de Bourgogne : inscription par arrêté du 22 juin 1943;;;;;;Sultzer (rue) 30;Anciennement région de : Alsace;PA00084599;mediatheque.patrimoine@culture.gouv.fr;7.45113414510052;48.4102541868861;48.4102541868861,7.45113414510052
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Maison Ferrier;79 Grande-Rue;2e moitié 18e siècle;1930/10/16 : inscrit MH;Porte ancienne : inscription par arrêté du 29 novembre 1948;Ixnard (maître de l'oeuvre);;;;;Grande-Rue ( ) 79;Anciennement région de : Alsace;PA00085117;mediatheque.patrimoine@culture.gouv.fr;7.74375693602005;48.5816525437399;48.5816525437399,7.74375693602005
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Immeuble;33, 35, 37 rue des Grandes-Arcades;"4e quart 19e siècle;20e siècle";1984/12/21 : inscrit MH;Façade et versant de toiture sur rue : inscription par arrêté du 22 février 1954;"Berninger (maître de l'oeuvre);;Krafft (maître de l'oeuvre);;Heitz H. (maître de l'oeuvre)";;;;;Grandes-Arcades (rue des) 33, 35, 37;Anciennement région de : Alsace;PA00085122;mediatheque.patrimoine@culture.gouv.fr;7.74709614160087;48.5830084488748;48.5830084488748,7.74709614160087
Bouxwiller;67;2022-07-20;67061;Grand Est;Bas-Rhin;Bouxwiller;Maison;1 rue du Sable;4e quart 16e siècle;1930/10/16 : inscrit MH;Maison de la Duchesse Anne (cad. AC 21) : inscription par arrêté du 17 avril 1931;;;;;;Sable (rue du) 1;Anciennement région de : Alsace;PA00084656;mediatheque.patrimoine@culture.gouv.fr;7.4801291853036;48.8244547061172;48.8244547061172,7.4801291853036
Dorlisheim;67;2022-07-27;67101;Grand Est;Bas-Rhin;Dorlisheim;Menhir dit Lange Stein;;Age de fer;1930/05/20 : classé MH;;;;;;;;Anciennement région de : Alsace;PA00084696;mediatheque.patrimoine@culture.gouv.fr;7.51531728113254;48.5311248309336;48.5311248309336,7.51531728113254
Harskirchen;67;2021-02-02;67183;Grand Est;Bas-Rhin;Harskirchen;Eglise protestante;;18e siècle;1926/07/10 : classé MH;Eglise protestante : classement par arrêté du 10 juillet 1926;;;;;;;Anciennement région de : Alsace;PA00084744;mediatheque.patrimoine@culture.gouv.fr;7.03902450916522;48.9339166428196;48.9339166428196,7.03902450916522
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien hôpital militaire Gaujot;2 rue de l'Hôpital-Militaire;"4e quart 17e siècle;2e quart 18e siècle;19e siècle";1929/10/12 : inscrit MH;Façades et toitures du pavillon d'entrée, façades sur cour d'honneur des bâtiments Nord et Sud et du pavillon de l'Horloge : inscription par arrêté du 12 octobre 1929;"Vauban Sébastien Le Prestre de;marquis (ingénieur militaire)";;;;ministère chargé de la défense;Hôpital-Militaire (rue de l') 2;Anciennement région de : Alsace;PA00085044;mediatheque.patrimoine@culture.gouv.fr;7.75934517942649;48.5781226765146;48.5781226765146,7.75934517942649
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;4 rue Mercière;2e moitié 16e siècle;1929/06/18 : inscrit MH;Façade et toiture : inscription par arrêté du 18 juin 1929;;;;;;Mercière (rue) 4;Anciennement région de : Alsace;PA00085142;mediatheque.patrimoine@culture.gouv.fr;7.74935381519409;48.5811680203271;48.5811680203271,7.74935381519409
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;19 rue de l'Ail;"1ère moitié 17e siècle;1ère moitié 18e siècle";1929/06/13 : inscrit MH;Portail (vantaux compris) : inscription par arrêté du 13 juin 1929;;;;;;Ail (rue de l') 19;Anciennement région de : Alsace;PA00085075;mediatheque.patrimoine@culture.gouv.fr;7.7487253756135;48.5800108705676;48.5800108705676,7.7487253756135
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;40 rue du Vieux-Marché-aux-Poissons;"2e moitié 16e siècle;18e siècle";1928/05/05 : classé MH;Façades sur cour et sur rue ainsi que les galeries et l'escalier sur cour : classement par arrêté du 5 mai 1928;;;;;;Vieux-Marché-aux-Poissons (rue du) 40;Anciennement région de : Alsace;PA00085177;mediatheque.patrimoine@culture.gouv.fr;7.74962352967299;48.5808115626369;48.5808115626369,7.74962352967299
Niedersteinbach;67;2022-03-28;67334;Grand Est;Bas-Rhin;Niedersteinbach;Ruines du château Wasigenstein;;13e siècle;1898/12/06 : classé MH;Château Wasigenstein (ruines) : classement par arrêté du 6 décembre 1898;;;;;ministère chargé de l'agriculture;;Anciennement région de : Alsace;PA00084834;mediatheque.patrimoine@culture.gouv.fr;7.70172050764727;49.0478866708676;49.0478866708676,7.70172050764727
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancienne Chambre de la taille et des subhastations;2 rue du Vieux-Marché-aux-Grains;2e moitié 18e siècle;1937/09/10 : inscrit MH;Façade et toiture : inscription par arrêté du 10 septembre 1937;;;;Dommages de guerre : ne subsiste que la façade.;;Vieux-Marché-aux-Grains (rue du) 2;Anciennement région de : Alsace;PA00085016;mediatheque.patrimoine@culture.gouv.fr;7.74687664266069;48.5826408716286;48.5826408716286,7.74687664266069
